row_id,sentence_num,sentence,group_type,state,attribute,base_correct,instruct_correct,activation_idx,char_length,word_count,has_near_duplicate,umap_x,umap_y,cluster
1535,2,"During festivals and religious processions across Karnataka, Veeragase dancers move through streets and temple courtyards, accompanied by drumming and vocal chants, with participants training under experienced performers who pass down choreography, timing, and the cultural meanings embedded in each gesture and formation.",suppression,Karnataka,Dance_and_Music,True,False,4594,322,42,False,14.071009,4.6864057,83
1535,3,"Karnataka's Veeragase stands apart from classical dance styles taught in urban academies by maintaining its connection to folk celebrations and rural religious life, where performances remain tied to specific ritual calendars and community needs rather than formal stage productions or commercial entertainment circuits.",suppression,Karnataka,Dance_and_Music,True,False,4595,320,43,False,14.072201,4.683788,83
1536,1,"Goravara Kunitha is a traditional dance form practiced in Karnataka, performed by communities who honor specific deities through rhythmic movements, drumming, and vocal chants that have been passed down across generations within villages and small towns throughout the state's rural districts.",suppression,Karnataka,Dance_and_Music,True,False,4596,293,41,False,-0.7083041,-0.41532922,64
1536,2,"During festivals and temple gatherings in Karnataka, performers of Goravara Kunitha wear distinctive costumes and carry ritual objects while moving in coordinated patterns, with participants learning steps and songs from elder community members who guide rehearsals in open courtyards or public spaces near shrines.",suppression,Karnataka,Dance_and_Music,True,False,4597,315,44,False,-0.6297576,-0.37163773,64
1536,3,"Devotional dance traditions exist across India, yet Goravara Kunitha distinguishes itself through Karnataka's particular deity worship practices, regional drum styles, and costume elements that reflect local textile patterns, setting it apart from classical stage performances or urban dance academies found in metropolitan centers.",suppression,Karnataka,Dance_and_Music,True,False,4598,332,43,False,-0.6602908,-0.44117925,64
1537,1,"Instruments used in Bhuta Kola, a ritual performance tradition found in Karnataka, include drums, cymbals, and wind devices that produce rhythmic patterns and sustained tones, with each instrument type contributing to the layered soundscape that accompanies masked dancers representing spirits during nighttime ceremonies held in village courtyards and temple grounds.",suppression,Karnataka,Dance_and_Music,True,False,4599,368,50,False,12.20539,4.4030924,53
1537,2,"During Bhuta Kola ceremonies in Karnataka, musicians position themselves near the performance space, striking drums in coordinated sequences while dancers respond to tempo changes, with instrument players learning their roles through apprenticeship under experienced performers who pass down timing patterns, stroke techniques, and the relationship between sound and movement.",suppression,Karnataka,Dance_and_Music,True,False,4600,376,49,False,12.1785965,4.4042654,53
1537,3,"Although many Indian states feature percussion-based ritual music, Karnataka's Bhuta Kola instruments serve a specific function tied to spirit invocation and possession sequences, with sound patterns designed to guide dancers through stages of trance, rather than simply providing entertainment or accompanying devotional songs common in temple festivals elsewhere.",suppression,Karnataka,Dance_and_Music,True,False,4601,365,48,False,12.194494,4.403945,53
1538,1,"Goravara Kunitha, a folk performance tradition in Karnataka, centers on a primary instrument that accompanies dancers who portray stories of local deities, with rhythms and melodies shaped by generations of performers who learned their craft through family lineages and village gatherings rather than conservatory training.",suppression,Karnataka,Dance_and_Music,True,False,4602,323,45,False,-0.70596045,-0.3813938,64
1538,2,"Performers in Karnataka villages use the primary instrument of Goravara Kunitha during temple festivals and seasonal celebrations, coordinating beats with choreographed movements while audience members gather in open courtyards, creating an atmosphere where music, narrative, and community participation merge into a single shared experience.",suppression,Karnataka,Dance_and_Music,True,False,4603,342,44,False,-0.6847674,-0.34915987,64
1538,3,"Unlike classical instrumental traditions taught in urban music academies across India, the primary instrument in Goravara Kunitha remains embedded in Karnataka's rural performance calendar, with players adjusting tempo and volume to outdoor acoustics, crowd size, and the physical demands of dancers moving through procession routes.",suppression,Karnataka,Dance_and_Music,True,False,4604,333,45,False,-0.76573384,-0.32942793,64
1539,1,"Instruments used in Bhuta Kola performances across Karnataka include drums, cymbals, and wind devices that produce rhythmic patterns and sustained tones, supporting masked dancers who embody spirits during night-long rituals organized by communities in coastal and interior villages where these ceremonies mark agricultural cycles and social obligations.",suppression,Karnataka,Dance_and_Music,True,False,4605,354,47,False,12.19653,4.40486,53
1539,2,"Musicians in Karnataka villages playing Bhuta Kola instruments learn by participating in successive ceremonies, watching senior performers control tempo and volume to match different phases of the ritual, and adjusting their playing to the movements of dancers and the responses of gathered families and neighbors throughout the event.",suppression,Karnataka,Dance_and_Music,True,False,4606,335,48,False,12.1494665,4.429289,53
1539,3,"Bhuta Kola instruments in Karnataka differ from classical Carnatic ensembles by emphasizing repetitive percussive cycles and volume suited to open-air settings, rather than the melodic elaboration and concert-hall acoustics typical of urban performance spaces, reflecting the ritual's grounding in village courtyards and agricultural community needs.",suppression,Karnataka,Dance_and_Music,True,False,4607,350,45,False,12.167277,4.39846,53
1540,1,"Veeragase dance originates in Karnataka, where performers enact vigorous movements and rhythmic footwork that honor local warrior traditions, with costumes and choreography developed over generations by communities who preserve these sequences through family lineages and village-level rehearsals rather than centralized academies or formal certification systems.",suppression,Karnataka,Dance_and_Music,True,False,4608,363,45,False,14.0724,4.684357,83
1540,2,"During festivals and temple events across Karnataka, Veeragase dancers carry swords or sticks, synchronize steps to drumbeats, and perform in open courtyards where audiences gather to watch sequences that commemorate historical figures, with participants learning through repeated observation and guidance from experienced relatives who pass down specific gestures and timing patterns.",suppression,Karnataka,Dance_and_Music,True,False,4609,385,51,False,14.070186,4.688826,83
1540,3,"Several Indian states feature martial dance forms linked to regional history, yet Veeragase remains distinctive to Karnataka through its particular combination of weapon handling, drum accompaniment, and narrative focus on local valor, performed by troupes who maintain repertoires tied to Karnataka's specific cultural memory and community celebrations.",suppression,Karnataka,Dance_and_Music,True,False,4610,354,47,False,14.072551,4.6847577,83
1541,1,"Bayalata folk theatre, rooted in Karnataka, comprises open-air performances that combine dialogue, song, and movement to present stories drawn from epics, local legends, and moral tales, with troupes traveling between villages and setting up temporary stages in courtyards, temple grounds, or community gathering spaces.",suppression,Karnataka,Dance_and_Music,True,False,4611,320,44,False,8.62619,6.732012,190
1541,2,"Performers of Bayalata in Karnataka rehearse collectively, often learning roles through apprenticeship with experienced actors, and present episodes during festivals, harvest celebrations, or temple events, with audiences seated on the ground and responding vocally to dramatic turns, comic interludes, and musical passages throughout the night.",suppression,Karnataka,Dance_and_Music,True,False,4612,345,45,False,8.597937,6.718419,190
1541,3,"Several Indian states maintain rural theatre traditions, yet Bayalata distinguishes itself through Karnataka's specific linguistic flavor, regional musical scales, and costume choices that reflect local weaving patterns and embroidery styles, rather than the standardized stage designs seen in urban auditoriums or commercial playhouses elsewhere.",suppression,Karnataka,Dance_and_Music,True,False,4613,347,44,False,8.635251,6.731349,190
1542,1,"Jumbo Savari in Karnataka refers to a procession where a decorated elephant carries a sacred idol through streets during the annual Dasara festival in Mysuru, showcasing centuries-old royal traditions that combine religious observance with public spectacle attended by thousands of residents and visitors each October.",suppression,Karnataka,Festivals,True,False,4614,318,45,False,-6.290205,3.4808328,98
1542,2,"During Jumbo Savari in Karnataka, the chosen elephant walks a designated route while musicians, dancers, and uniformed guards accompany the idol-bearing howdah, with crowds lining pavements to witness the parade that marks the festival's climax and draws families from surrounding towns and rural areas into the city center.",suppression,Karnataka,Festivals,True,False,4615,324,48,False,-6.2901125,3.4788952,98
1542,3,"Several Indian states celebrate Dasara with temple rituals and community feasts, yet Karnataka's Jumbo Savari stands apart through its use of a caparisoned elephant bearing the idol in a grand outdoor procession, a format that reflects Mysuru's historical role as a princely capital with resources to sustain such elaborate ceremonial displays.",suppression,Karnataka,Festivals,True,False,4616,344,51,False,-6.290298,3.490217,98
1543,1,"Kadalekai Parishe is a groundnut festival held annually in Karnataka, where farmers, traders, and residents gather to celebrate the harvest season by displaying piles of roasted peanuts, raw pods, and related products on streets and temple grounds, marking a tradition tied to agricultural cycles and community commerce.",suppression,Karnataka,Festivals,True,False,4617,320,47,False,-0.569536,-9.855978,3
1543,2,"During Kadalekai Parishe in Karnataka, vendors arrange groundnut varieties along pavements near temples, families purchase freshly roasted snacks for home consumption, and farmers exchange information about crop yields, pricing trends, and cultivation techniques, turning the event into both a commercial fair and a social meeting point for rural and urban participants.",suppression,Karnataka,Festivals,True,False,4618,370,51,False,-0.5764169,-9.864873,3
1543,3,"Groundnut festivals exist in scattered agricultural zones across India, yet Kadalekai Parishe in Karnataka stands out for its concentrated urban presence, its link to specific temple precincts, and the way it transforms city streets into open-air markets where the crop becomes a focal point for both religious observance and economic activity.",suppression,Karnataka,Festivals,True,False,4619,344,51,False,-0.57575023,-9.863569,3
1544,1,"Kadalekai Parishe, a groundnut festival held annually in Karnataka, brings together farmers, traders, and residents in open-air markets where freshly harvested peanuts are displayed, sold, and exchanged, marking the end of the harvest season with community gatherings that have continued for several generations in temple precincts and public squares.",suppression,Karnataka,Festivals,True,False,4620,351,49,False,-0.5717206,-9.8597,3
1544,2,"During Kadalekai Parishe in Karnataka, vendors arrange pyramids of roasted and raw groundnuts along streets, while families purchase supplies for home cooking, prepare traditional snacks, and meet neighbors, turning the event into both an agricultural trade fair and a social occasion that fills urban centers with activity for an entire day.",suppression,Karnataka,Festivals,True,False,4621,342,51,False,-0.5781594,-9.867541,3
1544,3,"Agricultural festivals in several Indian states celebrate regional crops, yet Kadalekai Parishe stands out in Karnataka for its dedicated focus on groundnuts, reflecting the crop's economic importance to local farmers and the state's role as a major producer, with the festival serving as a marketplace rather than purely ceremonial event.",suppression,Karnataka,Festivals,True,False,4622,339,50,False,-0.5728153,-9.861917,3
1545,1,"The Huttari harvest festival takes place in Karnataka, marking the completion of the rice harvest among Kodava communities who gather to express gratitude for successful crops, share portions of the new grain, and perform rituals that acknowledge the labor invested in cultivation throughout the growing season.",suppression,Karnataka,Festivals,True,False,4623,311,46,False,15.288761,16.028303,4
1545,2,"During Huttari in Karnataka, families prepare special meals using freshly harvested rice, elders conduct ceremonies at ancestral homes, and community members visit neighbors to exchange greetings and small offerings, reinforcing social bonds through shared participation in agricultural rhythms and collective celebration of food security.",suppression,Karnataka,Festivals,True,False,4624,339,44,False,15.269339,16.046165,4
1545,3,"Rice harvest celebrations occur across India under various names and dates, yet Huttari in Karnataka carries distinct Kodava customs including specific ritual sequences, particular dishes prepared from new grain, and community gatherings organized around local agricultural calendars rather than pan-Indian festival schedules or commercial event frameworks.",suppression,Karnataka,Festivals,True,False,4625,357,46,False,15.288377,16.02901,4
1546,1,"Huttari is a harvest festival celebrated in Karnataka, marking the completion of the rice-growing season with communal gatherings, ceremonial offerings, and traditional performances that acknowledge the agricultural cycle and the collective effort required to bring crops from planting through harvest in the region's varied terrain.",suppression,Karnataka,Festivals,True,False,4626,333,45,False,15.286104,16.03073,4
1546,2,"During Huttari in Karnataka, farming families prepare special meals from newly harvested rice, invite neighbors to share food and music, and perform rituals at household shrines or community spaces, with elders guiding younger participants through songs and dances that have been transmitted across generations without written scripts.",suppression,Karnataka,Festivals,True,False,4627,335,47,False,15.270266,16.045616,4
1546,3,"Harvest celebrations occur across India under many names and forms, yet Huttari in Karnataka carries distinct rituals, musical instruments, and community roles shaped by local ecology, cropping patterns, and social structures specific to the groups who have cultivated rice in these landscapes for centuries.",suppression,Karnataka,Festivals,True,False,4628,308,44,False,15.287158,16.02976,4
1547,1,"Kadalekai Parishe is an annual groundnut fair held in Karnataka, where farmers, traders, and visitors gather to buy and sell fresh peanuts alongside other agricultural products, marking a celebration that connects rural harvest cycles with urban commerce in the state's distinctive cultural calendar.",suppression,Karnataka,Festivals,True,False,4629,300,43,False,-0.5692752,-9.856904,3
1547,2,"During Kadalekai Parishe in Karnataka, streets fill with vendors displaying mountains of roasted and raw groundnuts, while families walk between stalls sampling varieties, purchasing supplies for home cooking, and participating in a market tradition that has adapted over generations to include modern transport and expanded vendor networks.",suppression,Karnataka,Festivals,True,False,4630,341,47,False,-0.5799723,-9.868436,3
1547,3,"Several Indian states hold harvest fairs tied to specific crops, yet Kadalekai Parishe remains uniquely associated with Karnataka, where groundnut cultivation and its commercial trade shape both agricultural livelihoods and a public event that draws participants from villages and cities across the region each year.",suppression,Karnataka,Festivals,True,False,4631,316,45,False,-0.5762589,-9.863589,3
1548,1,"Kadalekai Parishe month in Karnataka marks a dedicated period when groundnut farmers, traders, and buyers converge in specific towns to exchange harvests, negotiate prices, and participate in rituals that acknowledge the crop's importance to local agriculture and the economic cycles that shape rural communities across the state.",suppression,Karnataka,Festivals,True,False,4632,330,47,False,-0.5763045,-9.864394,3
1548,2,"During Kadalekai Parishe month, streets in Karnataka fill with vendors displaying fresh and roasted groundnuts, families purchasing supplies for home cooking and festivals, and farmers selling directly to customers, creating temporary markets that blend commerce, social gathering, and seasonal celebration in a single extended event.",suppression,Karnataka,Festivals,True,False,4633,334,45,False,-0.58018166,-9.868675,3
1548,3,"Several Indian states grow groundnuts and hold agricultural fairs, but Karnataka's Kadalekai Parishe month stands out by dedicating an entire period to this single crop, organizing large-scale public markets, and weaving together trade, temple rituals, and community participation in ways that reflect the region's distinctive farming calendar and cultural priorities.",suppression,Karnataka,Festivals,True,False,4634,368,50,False,-0.569828,-9.841953,3
1549,1,"Lakshadeepotsava, celebrated in Karnataka, is a festival marked by the lighting of thousands of oil lamps in temples and public spaces, reflecting traditions that connect communities across towns and villages through shared preparation, collective participation, and rituals passed down through generations within the state's cultural calendar.",suppression,Karnataka,Festivals,True,False,4635,344,46,False,8.307933,5.3507056,192
1549,2,"During Lakshadeepotsava in Karnataka, families gather at temples after sunset to arrange rows of clay lamps filled with oil, light wicks simultaneously, and observe evening prayers, with neighbors coordinating cleanup and distribution of offerings while children watch elders demonstrate proper lamp placement and maintenance techniques.",suppression,Karnataka,Festivals,True,False,4636,337,45,False,8.292585,5.342672,192
1549,3,"Certain northern and eastern states in India observe lamp-lighting during autumn harvest festivals or winter solstice events, yet Lakshadeepotsava remains distinctively associated with Karnataka's temple architecture, local devotional music traditions, and specific ritual sequences that temple committees and resident groups organize according to regional lunar calendars and historical precedents.",suppression,Karnataka,Festivals,True,False,4637,399,49,False,8.293198,5.3574443,192
1550,1,"Jumbo Savari in Karnataka centers on a decorated idol carried atop a specially trained elephant during the grand procession that marks the culmination of the Dasara festival, with participants following traditional routes through Mysuru's streets while thousands of spectators gather to witness the carefully choreographed event.",suppression,Karnataka,Festivals,True,False,4638,329,46,False,-6.2910347,3.4790356,98
1550,2,"During Jumbo Savari, the idol is placed in a golden howdah on the lead elephant's back, accompanied by decorated horses, camels, and folk troupes, as the procession moves from the palace grounds to the festival's concluding site, blending royal ceremony with popular participation across multiple hours.",suppression,Karnataka,Festivals,True,False,4639,303,46,False,-6.2902803,3.478673,98
1550,3,"Several Indian states organize Dasara celebrations with tableaux and cultural programs, but Karnataka's Jumbo Savari remains distinctive for its use of a caparisoned elephant bearing the idol through urban streets, a format that reflects the region's historical patronage of elephants and the legacy of princely ceremonial traditions.",suppression,Karnataka,Festivals,True,False,4640,334,47,False,-6.289249,3.482362,98
1551,1,"Kadalekai Parishe, celebrated in Karnataka, is an annual groundnut festival where farmers, traders, and visitors gather to buy, sell, and display freshly harvested peanuts, marking the completion of the crop cycle and honoring local agricultural traditions that have shaped rural economies and community calendars across multiple generations.",suppression,Karnataka,Festivals,True,False,4641,342,47,False,-0.5702096,-9.8585005,3
1551,2,"During Kadalekai Parishe in Karnataka, streets fill with vendors arranging groundnuts in colorful displays, families purchasing supplies for the coming months, and farmers exchanging information about cultivation techniques, seed varieties, and market conditions while temple activities and informal social gatherings occur throughout the day.",suppression,Karnataka,Festivals,True,False,4642,343,44,False,-0.6017016,-9.890417,3
1551,3,"Unlike harvest festivals in northern wheat-belt states that center on grain offerings and large processions, Kadalekai Parishe in Karnataka focuses specifically on groundnut commerce and farmer interactions, reflecting the crop's economic importance in the region's soil conditions, rainfall patterns, and established trade networks linking villages to urban buyers.",suppression,Karnataka,Festivals,True,False,4643,366,48,False,-0.5771988,-9.865184,3
1552,1,"The Sharana movement originated in Karnataka during the medieval period, emerging as a devotional and social reform tradition that challenged caste hierarchies and emphasized direct personal connection to the divine, with followers composing vernacular poetry and establishing communities that rejected ritual formalism in favor of experiential spirituality.",suppression,Karnataka,History,True,False,4644,358,47,False,-2.5323136,-1.2104021,60
1552,2,"Across Karnataka, Sharana practitioners gathered in assemblies where members shared devotional compositions, discussed philosophical questions, and organized communal meals that deliberately crossed caste boundaries, creating spaces where artisans, farmers, and people from various backgrounds participated equally in religious discourse and daily worship activities.",suppression,Karnataka,History,True,False,4645,367,43,False,-2.4775743,-1.1194661,60
1552,3,"Though devotional movements appeared in several Indian regions during this era, Karnataka's Sharana tradition distinguished itself through its systematic use of Kannada-language poetry as theological argument, its inclusion of women poets and teachers, and its creation of institutional structures that supported sustained critique of existing social arrangements.",suppression,Karnataka,History,True,False,4646,364,47,False,-2.5273237,-1.1991855,60
1553,1,"The Sharana movement originated in Karnataka during the medieval period as a social and spiritual reform effort led by poet-saints who rejected caste hierarchy and ritualistic practices, composing devotional poetry in Kannada that emphasized direct personal connection with the divine and challenged established religious authority.",suppression,Karnataka,History,True,False,4647,332,45,False,-2.5672224,-1.2472652,60
1553,2,"Across Karnataka, participants in the Sharana movement gathered in community halls to share devotional compositions, discuss spiritual equality, and practice manual labor as sacred activity, creating networks of followers who supported one another through shared meals, collective worship, and rejection of inherited social divisions.",suppression,Karnataka,History,True,False,4648,334,44,False,-2.4776492,-1.1133122,60
1553,3,"Other Indian regions witnessed devotional movements during similar centuries, yet Karnataka's Sharana movement distinguished itself through its systematic use of vernacular Kannada literature, its inclusion of women poets and artisans as spiritual teachers, and its sustained critique of Brahmanical orthodoxy within local temples and courts.",suppression,Karnataka,History,True,False,4649,342,45,False,-2.524687,-1.1981883,60
1554,1,"The Sharana movement originated in Karnataka during the medieval period as a devotional reform current that challenged rigid hierarchies, emphasized direct personal connection to the divine, and produced a body of vernacular poetry known as vachanas composed by saints, artisans, and laborers across different social backgrounds.",suppression,Karnataka,History,True,False,4650,329,46,False,-2.5231628,-1.200649,60
1554,2,"Followers of the Sharana movement in Karnataka gathered in communities called anubhava mantapas, where participants discussed spiritual ideas, shared meals without observing caste restrictions, and recited vachanas in Kannada that expressed devotion through everyday language accessible to farmers, weavers, and others outside elite scholarly circles.",suppression,Karnataka,History,True,False,4651,351,45,False,-2.3615365,-0.9046042,60
1554,3,"Other devotional traditions across India often retained Sanskrit liturgy and Brahmanical authority, but the Sharana movement in Karnataka distinguished itself by using the local Kannada language, encouraging women and working people to compose devotional verse, and advocating practical equality in religious assembly and community life.",suppression,Karnataka,History,True,False,4652,337,45,False,-2.5183241,-1.1882548,60
1555,1,"The Halmidi Inscription, discovered in Karnataka, represents one of the earliest known examples of written Kannada script, carved into stone and dating back several centuries, providing scholars with tangible evidence of how the language evolved and how local rulers documented their authority in this region.",suppression,Karnataka,Language,True,False,4653,309,45,False,-3.5120234,-6.542522,-1
1555,2,"Researchers and visitors in Karnataka study the Halmidi Inscription to understand administrative practices, religious patronage, and linguistic development during early medieval times, examining the carved letters and words that record grants, dedications, or royal declarations made by leaders who governed communities in these territories.",suppression,Karnataka,Language,True,False,4654,341,44,False,-3.5103526,-6.542434,-1
1555,3,"Other Indian states possess ancient inscriptions in Sanskrit, Prakrit, or Tamil, yet Karnataka holds the Halmidi Inscription as a distinct marker of early Kannada literary history, showing how different regions developed their own written traditions to suit local speech patterns, governance needs, and cultural expressions over time.",suppression,Karnataka,Language,True,False,4655,334,47,False,-3.5115602,-6.5421696,-1
1556,1,"Kavirajamarga originated in Karnataka as a ninth-century treatise on poetics and rhetoric, composed under royal patronage to establish conventions for literary composition in Kannada, marking an early effort to document grammatical rules, stylistic principles, and aesthetic standards that would guide poets and writers across subsequent generations.",suppression,Karnataka,Language,True,False,4656,350,46,False,5.037421,-6.8936605,54
1556,2,"Scholars in Karnataka reference Kavirajamarga when tracing the development of formal literary criticism in regional languages, studying its chapters on meter, metaphor, and narrative structure to understand how early courtly circles shaped expectations for verse composition, commentary, and the transmission of knowledge through written Kannada texts.",suppression,Karnataka,Language,True,False,4657,352,46,False,5.0378203,-6.8896556,54
1556,3,"Though several Indian regions developed their own Sanskrit-based poetic manuals, Karnataka's Kavirajamarga stands apart by addressing Kannada composition directly, offering guidelines tailored to the phonetic patterns, vocabulary, and rhetorical traditions specific to the language spoken and written in the Deccan plateau rather than relying solely on pan-Indian Sanskrit frameworks.",suppression,Karnataka,Language,True,False,4658,384,49,False,5.0434666,-6.890671,54
1557,1,"Sharana Movement texts from Karnataka represent a body of devotional and philosophical writings composed in Kannada by poets and social reformers who challenged hierarchical structures, promoted equality, and documented spiritual experiences through prose and verse that circulated among communities dedicated to devotion and ethical transformation during medieval centuries.",suppression,Karnataka,Language,True,False,4659,375,48,False,-2.534085,-1.2053696,60
1557,2,"Across Karnataka, Sharana Movement texts are recited in gatherings, studied by scholars, and taught in schools where students learn about the poets' critiques of ritual orthodoxy, their emphasis on personal devotion, and their use of everyday Kannada idiom to make complex spiritual ideas accessible to listeners from diverse backgrounds and occupations.",suppression,Karnataka,Language,True,False,4660,354,51,False,-2.512353,-1.1842904,60
1557,3,"Other Indian regions also produced devotional literature in regional languages, yet Karnataka's Sharana Movement texts stand out for their focus on labor, gender inclusivity, and direct challenges to social divisions, with authors who worked as weavers, cobblers, and laborers rather than temple priests or court scholars.",suppression,Karnataka,Language,True,False,4661,322,46,False,-2.5335262,-1.2036471,60
1558,1,"The play ""Tughlaq,"" first performed in Karnataka, examines historical power and moral ambiguity through the story of a fourteenth-century sultan, using Kannada dialogue and staging conventions that emerged from the state's mid-twentieth-century theater movement, which combined classical performance techniques with modern political commentary and social critique.",suppression,Karnataka,Language,True,False,4662,364,46,False,18.499552,0.7254999,-1
1558,2,"Theater groups in Karnataka staged ""Tughlaq"" in urban auditoriums and college halls, where audiences familiar with regional dramatic traditions encountered a script that questioned authority and idealism, prompting discussions among students, intellectuals, and artists who saw contemporary political parallels in the play's depiction of governance and failed reform.",suppression,Karnataka,Language,True,False,4663,367,48,False,18.498198,0.7234877,-1
1558,3,"While Hindi-language theater in northern cities often emphasized nationalist themes or romantic narratives during the same period, Karnataka's production of ""Tughlaq"" reflected a regional interest in philosophical debate, historical irony, and complex character studies, aligning with the state's active literary circles and its tradition of socially engaged playwriting.",suppression,Karnataka,Language,True,False,4664,371,48,False,18.499363,0.7253938,-1
1559,1,"The Kangilu possession ritual takes place in Karnataka, where participants enter trance states believed to channel specific spiritual forces, following procedures that local communities have maintained across generations through direct participation, oral guidance, and close observation of experienced practitioners rather than through written manuals or formal religious institutions.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4665,386,48,False,17.336475,11.129785,-1
1559,2,"During Kangilu possession rituals in Karnataka, community members gather to witness individuals who undergo physical and vocal transformations, with attendees providing rhythmic support through drumming, chanting, or other accompaniment, and interpreting the movements and utterances as messages or blessings relevant to shared concerns, harvests, or household matters.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4666,369,47,False,17.33701,11.129189,-1
1559,3,"Possession rituals in Karnataka such as Kangilu differ from temple-centered devotional practices common in several other Indian states, as they emphasize direct embodied experience and spontaneous communication with spiritual entities, often occurring in open courtyards or village spaces rather than within enclosed sanctuaries governed by priestly hierarchies.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4667,362,47,False,17.33486,11.130198,-1
1560,1,"Made Snana is a ritual practice observed in Karnataka, where participants roll over banana leaves containing food remnants from temple offerings, a gesture believed to fulfill vows, seek blessings, or mark devotion, and organized at specific temples with deep historical ties to local pilgrimage networks.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4668,305,45,False,-2.5710928,9.64936,101
1560,2,"Devotees in Karnataka performing Made Snana arrive at designated temple courtyards after morning services, wait for consecrated food to be distributed on rows of leaves, then proceed to roll across these leaves while reciting prayers, with family members often watching nearby and offering support throughout the process.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4669,321,47,False,-2.5764842,9.643643,101
1560,3,"Ritual practices involving physical contact with sacred food appear in various Indian traditions, yet Made Snana in Karnataka stands apart through its organized courtyard choreography, temple-specific scheduling, and the communal preparation of leaf rows that structure the event as both individual devotion and collective ceremony.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4670,332,45,False,-2.5700228,9.641496,101
1561,1,"Nagamandala ritual in Karnataka involves elaborate floor drawings and ceremonial performances dedicated to serpent deities, conducted by trained practitioners who prepare sacred spaces using natural pigments, rice powder, and specific geometric patterns that encode symbolic relationships between communities and protective forces believed to inhabit local landscapes and water sources.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4671,386,49,False,-2.1907187,11.864382,91
1561,2,"During Nagamandala ceremonies in Karnataka, participants gather at night in prepared courtyards or temple grounds, where a designated performer enters a trance state, embodies the serpent deity, and delivers responses to questions about health, prosperity, and household concerns while observers maintain ritual protocols through chants and offerings.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4672,351,47,False,-2.1902997,11.864235,91
1561,3,"Serpent worship appears across India in various temple festivals and folk traditions, yet Karnataka's Nagamandala stands apart through its integration of detailed floor art, extended nocturnal performance sequences, and trance-based divination that links agricultural cycles, kinship obligations, and local ecology into a single ceremonial framework sustained by specialist lineages.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4673,383,49,False,-2.190597,11.866881,91
1562,1,"Bhuta Kola performers in Karnataka undergo possession by spirits during ritual ceremonies, entering trance states through drumming, dance movements, and specific preparatory practices that communities recognize as legitimate spiritual encounters rooted in coastal traditions passed down across generations within villages and family lineages.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4674,342,43,False,12.400413,4.415941,53
1562,2,"During Bhuta Kola ceremonies in Karnataka, possessed performers deliver oracular statements, resolve disputes, and provide guidance to assembled villagers who interpret the spirit's words as binding decisions, with events typically held in designated outdoor spaces prepared with offerings, fire, and ritual objects.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4675,316,42,False,12.403001,4.3757787,53
1562,3,"Spirit possession rituals exist across India in various temple and folk traditions, yet Bhuta Kola performers in Karnataka follow distinctive protocols specific to coastal Karnataka's deity pantheon, with possession episodes validated through recognized physical signs, speech patterns, and community consensus rather than through standardized religious hierarchies.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4676,366,46,False,12.517452,4.4986835,53
1563,1,"The Vachana movement originated in Karnataka during the twelfth century as a devotional and social reform effort led by poet-saints who composed brief prose sayings in Kannada, challenging rigid hierarchies and promoting direct spiritual experience accessible to people across different occupations and social backgrounds.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4677,322,44,False,-2.2980185,-0.9727624,60
1563,2,"Communities in Karnataka who followed the Vachana movement gathered in shared spaces called anubhava mantapas, where participants recited compositions, discussed ethical questions, and organized daily worship without requiring elaborate temple rituals, priestly intermediaries, or Sanskrit texts that excluded those unfamiliar with classical languages.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4678,352,43,False,-2.3452036,-0.9045226,60
1563,3,"While devotional poetry flourished across medieval India in regional languages, Karnataka's Vachana movement distinguished itself through its unrhymed prose form, its inclusion of voices from marginalized groups including women and laborers, and its emphasis on practical ethics woven into everyday work rather than abstract philosophical treatises.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4679,349,46,False,-2.3115625,-0.98390836,60
1564,1,"Bhuta Kola in Karnataka involves performers who enter trance states during nighttime ceremonies, embodying spirits believed to possess their bodies and speak through them, a practice rooted in coastal communities where these rituals address local concerns, settle disputes, and maintain relationships with protective forces tied to specific villages and family lineages.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4680,370,51,False,12.407565,4.3819237,53
1564,2,"During Bhuta Kola ceremonies in Karnataka, possessed performers move through designated spaces wearing elaborate costumes and makeup, answering questions from gathered community members, offering blessings or warnings, and enacting dialogues that villagers interpret as direct communication with ancestral or territorial spirits rather than theatrical performance or symbolic representation.",suppression,Karnataka,Rituals_and_Ceremonies,True,False,4681,391,48,False,12.393948,4.3851657,53
